en,pt-BR
"Affected creature takes less damage from all sources by an amount equal to their <LSTag Tooltip=""ProficiencyBonus"">Proficiency Bonus</LSTag>.","A criatura afetada recebe menos dano de todas as fontes em uma quantidade igual ao seu <LSTag Tooltip=""ProficiencyBonus"">Proficiency Bonus</LSTag>."
Blood Broker,Corretor de Sangue
"Sacrifice your own life in order to resurrect a companion with all of their <LSTag Tooltip=""HitPoints"">Hit Points</LSTag>.","Sacrifique sua própria vida para ressuscitar um companheiro com todos os seus <LSTag Tooltip=""HitPoints"">Pontos de Vida</LSTag>."
"Summon a magical barrier, keeping everything within grounded and unable to move. At the beginning of each of their turns, all held creatures will attempt a Strength based <LSTag Tooltip=""SavingThrow"">Saving Throw</LSTag> to try and escape.<Br><br>Upon a successful Saving Throw, a creature becomes immune to the effects of the barrier until the end of their turn.","Convoque uma barreira mágica, mantendo tudo dentro preso e incapaz de se mover. No início de cada um de seus turnos, todas as criaturas retidas tentarão um <LSTag Tooltip=""SavingThrow"">Teste de Resistência</LSTag> baseado em Força para tentar escapar.<Br><br>Após um <LSTag Tooltip=""SavingThrow"">Teste de Resistência</LSTag> bem-sucedido, uma criatura se torna imune aos efeitos da barreira até o final de seu turno."
Barrier of Holding,Barreira de Armazenamento
Everything within the Barrier of Holding is potentially grounded and unable to move.,Tudo dentro da Barreira de Contenção está potencialmente preso e incapaz de se mover.
Barrier Bound,Vínculo de Barreira
"Affected creature is grounded and unable to move. At the beginning of each of their turns, they will attempt a Strength based <LSTag Tooltip=""SavingThrow"">Saving Throw</LSTag> to try and escape. Upon a successful Saving Throw, they will become immune to the effects of the barrier for one turn.","A criatura afetada está imobilizada e incapaz de se mover. No início de cada um de seus turnos, ela tentará um <LSTag Tooltip=""SavingThrow"">Teste de Resistência</LSTag> baseado em Força para tentar escapar. Após um <LSTag Tooltip=""SavingThrow"">Teste de Resistência</LSTag> bem-sucedido, ela se tornará imune aos efeitos da barreira por um turno."
Barrier Immunity,Imunidade à Barreira
"Affected creature is immune to the effects of <LSTag Type=""Spell"" Tooltip=""Shout_BarrierOfHolding"">Barrier of Holding</LSTag> for the rest of their turn.","A criatura afetada é imune aos efeitos de <LSTag Type=""Spell"" Tooltip=""Shout_BarrierOfHolding"">Barreira de Contenção</LSTag> pelo resto de seu turno."
"Summon a cluster of [1] meteors that can be sent hurling toward an area to explode.<Br><br>Once affected by this Spell, a creature cannot benefit from it again until it finishes a <LSTag Tooltip=""LongRest"">Long Rest</LSTag>.","Convoque um aglomerado de [1] meteoros que podem ser lançados em uma área para explodir.<Br><br>Uma vez afetada por esta Magia, uma criatura não pode se beneficiar dela novamente até que termine um <LSTag Tooltip=""LongRest"">Long Rest</LSTag>."
Melf's Minute Meteors,Meteoros Minutos de Melf
Affected creature can magically summon a cluster of up to [1] meteors that can be sent hurling toward an area to explode.,A criatura afetada pode magicamente invocar um aglomerado de até [1] meteoros que podem ser lançados em direção a uma área para explodir.
Hurl Minute Meteors,Lançar Meteoros Mínimos
Hurl an explosive meteor.,Lance um meteoro explosivo.
Minute Meteors,Meteoros Mínimos
The amount of Minute Meteors you have remaining.,A quantidade de Meteoros Mínimos que você tem restantes.
Create two additional meteors per level.,Cria dois meteoros adicionais por nível.
"<LSTag Type=""Image"" Info=""TutorialLearnSpell""/> <LSTag Tooltip=""SpellSlot"">Upcast</LSTag>: Create two additional meteors per level.","<LSTag Type=""Image"" Info=""TutorialLearnSpell""/> <LSTag Tooltip=""SpellSlot"">Aprimorar</LSTag>: Crie dois meteoros adicionais por nível."
"Grant another creature in the area <LSTag Tooltip=""Advantage"">Advantage</LSTag> on Wisdom based <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag>. If hit by an attack, the affected creature rolls with <LSTag Tooltip=""Advantage"">Advantage</LSTag> on its next <LSTag Tooltip=""AttackRoll"">Attack Roll</LSTag>.","Conceda a outra criatura na área <LSTag Tooltip=""Advantage"">Vantagem</LSTag> em <LSTag Tooltip=""SavingThrow"">Testes de Resistência</LSTag> baseados em Sabedoria. Se for atingida por um ataque, a criatura afetada rola com <LSTag Tooltip=""Advantage"">Vantagem</LSTag> em sua próxima <LSTag Tooltip=""AttackRoll"">Rolagem de Ataque</LSTag>."
Motivational Speech,Discurso Motivacional
"Affected creature has <LSTag Tooltip=""Advantage"">Advantage</LSTag> on Wisdom based <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag>. If hit by an attack, the affected creature rolls with <LSTag Tooltip=""Advantage"">Advantage</LSTag> on its next <LSTag Tooltip=""AttackRoll"">Attack Roll</LSTag>.","A criatura afetada tem <LSTag Tooltip=""Advantage"">Vantagem</LSTag> em <LSTag Tooltip=""SavingThrow"">Testes de Resistência</LSTag> baseados em Sabedoria. Se for atingida por um ataque, a criatura afetada rola com <LSTag Tooltip=""Advantage"">Vantagem</LSTag> em sua próxima <LSTag Tooltip=""AttackRoll"">Rolagem de Ataque</LSTag>."
Non-Detection,Movimento reduzido em [1].
"Outside of combat, touch a creature to obscure them, preventing other creatures from noticing their presence.","Fora de combate, toque em uma criatura para obscurecê-la, impedindo que outras criaturas percebam sua presença."
Non-Detectable,Indetectável
Affected creature cannot be perceived by others.,A criatura afetada não pode ser percebida por outros.
"Veil yourself in fallen spirits, welcoming their protection. Upon being damaged by another creature, the spirits retaliate, dealing [1] to them.","Veste-se em espíritos caídos, acolhendo sua proteção. Ao ser danificado por outra criatura, os espíritos retaliam, causando [1] a ela."
Spiritual Shroud,Manto Espiritual
"Affected creature is veiled in fallen spirits, welcoming their protection. Upon being damaged by another creature, the spirits retaliate, dealing [1] to their aggressor.","A criatura afetada está envolta em espíritos caídos, acolhendo sua proteção. Ao ser danificada por outra criatura, os espíritos retaliam, causando [1] ao agressor."
Thunder Step,Passo do Trovão
"With a sudden boom, teleport yourself to another location, arriving with an intense reverberation that damages any nearby creatures.","Com um estrondo repentino, teleporte-se para outro local, chegando com uma reverberação intensa que danifica qualquer criatura próxima."
"Grant yourself and allied creatures within [1] of you immunity to all ground surfaces, and the ability to move through them as if they were not there.",Conceda a si mesmo e a criaturas aliadas dentro de [1] de você imunidade a todas as superfícies do solo e a capacidade de se mover através delas como se não estivessem lá.
Water Walk,Caminhar na Água
"Affected creature has immunity to all ground surfaces, and may move through them as if they were not there.",A criatura afetada tem imunidade a todas as superfícies do solo e pode se mover através delas como se não estivessem lá.
"Envelope yourself in a soothing aura. <LSTag Tooltip=""Downed"">Downed</LSTag> allies within [1] of you regain 1 <LSTag Tooltip=""HitPoints"">Hit Point</LSTag> at the start of their turns.","Envolva-se em uma aura calmante. Aliados <LSTag Tooltip=""Downed"">Derrubados</LSTag> dentro de [1] de você recuperam 1 <LSTag Tooltip=""HitPoints"">Ponto de Vida</LSTag> no início de seus turnos."
Aura of Life,Aura da Vida
"Affected creature is enveloped in a soothing aura. <LSTag Tooltip=""Downed"">Downed</LSTag> allies within [1] of them regain 1 <LSTag Tooltip=""HitPoints"">Hit Point</LSTag> at the start of their turns.","A criatura afetada é envolta em uma aura calmante. Aliados <LSTag Tooltip=""Downed"">Derrubados</LSTag> dentro de [1] dela recuperam 1 <LSTag Tooltip=""HitPoints"">Ponto de Vida</LSTag> no início de seus turnos."
"Upon being damaged, charm your aggressor into not attacking you. You also gain <LSTag Tooltip=""Advantage"">Advantage</LSTag> on Charisma based <LSTag Tooltip=""AbilityCheck"">Ability Checks</LSTag> while engaging in dialogue with them.","Ao ser danificado, encante seu agressor para que ele não o ataque. Você também ganha <LSTag Tooltip=""Advantage"">Vantagem</LSTag> em <LSTag Tooltip=""AbilityCheck"">Testes de Habilidade</LSTag> baseados em Carisma enquanto dialoga com ele."
Charming Visage,Fisionomia Encantadora
Affected creature will charm any aggressor into not attacking them upon being damaged.,A criatura afetada encantará qualquer agressor para que não a ataque ao ser danificada.
Spew Acid,Expelir Ácido
Spew caustic acid over all targets in front of you.,Expelir ácido cáustico sobre todos os alvos à sua frente.
Vitriolic Touch,Toque Vitriólico
"Thrust an orb of caustic acid upon your target, lowering their <LSTag Tooltip=""ArmourClass"">Armour Class</LSTag>.","Empurre uma esfera de ácido cáustico contra seu alvo, reduzindo sua <LSTag Tooltip=""ArmourClass"">Armour Class</LSTag>."
